LineID,Subsystem,Sensor,Value
7368,Subsystem D,Sensor P,-0.293
7369,Subsystem D,Sensor P,0.000
7370,Subsystem B,Sensor F,14.865
7371,Subsystem A,Sensor B,1.285
7372,Subsystem D,Sensor N,-2.312
7373,Subsystem D,Sensor M,-2.039
7374,Subsystem D,Sensor M,-2.642
7375,Subsystem B,Sensor G,12.545
7376,Subsystem B,Sensor E,12.787
7377,Subsystem A,Sensor C,5.720
7378,Subsystem B,Sensor E,12.553
7379,Subsystem B,Sensor F,10.914
7380,Subsystem D,Sensor N,-0.823
7381,Subsystem B,Sensor H,6.070
7382,Subsystem A,Sensor C,4.111
7383,Subsystem C,Sensor I,12.287
7384,Subsystem C,Sensor K,3.766
7385,Subsystem C,Sensor L,8.500
7386,Subsystem B,Sensor G,13.893
7387,Subsystem D,Sensor O,-1.554
7388,Subsystem C,Sensor K,7.896
7389,Subsystem A,Sensor C,7.896
7390,Subsystem A,Sensor A,7.456
7391,Subsystem D,Sensor O,-1.524
7392,Subsystem D,Sensor M,-1.925
7393,Subsystem A,Sensor A,9.476
7394,Subsystem B,Sensor G,15.000
7395,Subsystem B,Sensor H,5.486
7396,Subsystem D,Sensor O,-0.597
7397,Subsystem C,Sensor I,9.420
7398,Subsystem B,Sensor G,14.069
7399,Subsystem D,Sensor N,-0.226
7400,Subsystem B,Sensor H,5.653
7401,Subsystem A,Sensor B,1.695
7402,Subsystem D,Sensor M,-2.093
7403,Subsystem B,Sensor G,14.953
7404,Subsystem A,Sensor B,1.078
7405,Subsystem B,Sensor E,10.873
7406,Subsystem D,Sensor P,-0.883
7407,Subsystem C,Sensor J,1.209
7408,Subsystem D,Sensor O,-0.539
7409,Subsystem B,Sensor G,14.716
7410,Subsystem A,Sensor D,3.020
7411,Subsystem C,Sensor L,8.606
7412,Subsystem C,Sensor J,1.175
7413,Subsystem D,Sensor O,-2.661
7414,Subsystem D,Sensor O,-1.266
7415,Subsystem B,Sensor G,14.827
7416,Subsystem B,Sensor F,12.928
7417,Subsystem B,Sensor H,5.757
7418,Subsystem B,Sensor H,5.549
7419,Subsystem A,Sensor A,5.755
7420,Subsystem B,Sensor G,14.083
7421,Subsystem B,Sensor G,14.033
7422,Subsystem A,Sensor A,4.773
7423,Subsystem C,Sensor K,7.783
7424,Subsystem D,Sensor N,-1.076
7425,Subsystem C,Sensor L,8.406
7426,Subsystem A,Sensor C,8.418
7427,Subsystem C,Sensor I,7.990
7428,Subsystem C,Sensor I,9.301
7429,Subsystem D,Sensor O,-2.792
7430,Subsystem C,Sensor K,4.653
7431,Subsystem C,Sensor L,8.986
7432,Subsystem A,Sensor D,2.521
7433,Subsystem C,Sensor K,7.416
7434,Subsystem D,Sensor O,-2.429
7435,Subsystem B,Sensor F,14.680
7436,Subsystem C,Sensor J,1.862
7437,Subsystem D,Sensor N,-1.974
7438,Subsystem C,Sensor L,8.603
7439,Subsystem A,Sensor A,8.649
7440,Subsystem C,Sensor K,7.886
7441,Subsystem C,Sensor J,1.296
7442,Subsystem C,Sensor J,1.058
7443,Subsystem A,Sensor C,8.569
7444,Subsystem A,Sensor B,1.290
7445,Subsystem C,Sensor K,7.482
7446,Subsystem A,Sensor D,1.099
7447,Subsystem D,Sensor P,-1.693
7448,Subsystem C,Sensor L,9.023
7449,Subsystem C,Sensor I,8.014
7450,Subsystem B,Sensor F,11.124
7451,Subsystem B,Sensor E,8.971
7452,Subsystem D,Sensor P,-1.407
7453,Subsystem A,Sensor C,7.669
7454,Subsystem D,Sensor P,-0.130
7455,Subsystem A,Sensor D,1.404
7456,Subsystem C,Sensor I,7.831
7457,Subsystem D,Sensor O,-1.739
7458,Subsystem C,Sensor K,6.770
7459,Subsystem D,Sensor P,-1.102
7460,Subsystem B,Sensor G,15.000
7461,Subsystem A,Sensor D,3.575
7462,Subsystem C,Sensor J,1.138
7463,Subsystem B,Sensor G,14.906
7464,Subsystem C,Sensor J,1.060
7465,Subsystem C,Sensor L,9.061
7466,Subsystem C,Sensor J,1.653
7467,Subsystem D,Sensor O,-0.870
7468,Subsystem A,Sensor C,7.673
7469,Subsystem B,Sensor G,14.458
7470,Subsystem D,Sensor O,-1.112
7471,Subsystem B,Sensor F,12.591
7472,Subsystem A,Sensor C,3.635
7473,Subsystem C,Sensor K,5.271
7474,Subsystem C,Sensor J,1.338
7475,Subsystem D,Sensor P,-1.230
7476,Subsystem B,Sensor G,14.639
7477,Subsystem A,Sensor D,2.960
7478,Subsystem B,Sensor H,6.650
7479,Subsystem C,Sensor K,7.538
7480,Subsystem B,Sensor G,14.820
7481,Subsystem D,Sensor N,-1.133
7482,Subsystem D,Sensor P,-1.246
7483,Subsystem B,Sensor H,5.750
7484,Subsystem B,Sensor H,4.895
7485,Subsystem C,Sensor J,1.229
7486,Subsystem C,Sensor L,10.017
7487,Subsystem A,Sensor D,3.479
7488,Subsystem B,Sensor G,13.914
7489,Subsystem A,Sensor B,1.218
7490,Subsystem D,Sensor O,-2.295
7491,Subsystem B,Sensor E,12.411
7492,Subsystem C,Sensor K,6.283
7493,Subsystem B,Sensor G,14.583
7494,Subsystem B,Sensor F,10.295
7495,Subsystem A,Sensor C,7.683
7496,Subsystem C,Sensor I,9.361
7497,Subsystem B,Sensor F,14.676
7498,Subsystem C,Sensor I,8.106
7499,Subsystem C,Sensor I,11.633
7500,Subsystem C,Sensor I,8.142
7501,Subsystem B,Sensor E,9.615
7502,Subsystem A,Sensor D,3.250
7503,Subsystem A,Sensor C,6.151
7504,Subsystem A,Sensor B,1.880
7505,Subsystem D,Sensor N,-1.737
7506,Subsystem C,Sensor J,2.168
7507,Subsystem B,Sensor E,10.260
7508,Subsystem A,Sensor C,5.413
7509,Subsystem B,Sensor G,13.091
7510,Subsystem D,Sensor P,-1.559
7511,Subsystem B,Sensor H,4.763
7512,Subsystem A,Sensor B,2.613
7513,Subsystem C,Sensor L,9.551
7514,Subsystem A,Sensor C,7.079
7515,Subsystem D,Sensor M,-2.237
7516,Subsystem A,Sensor A,9.015
7517,Subsystem C,Sensor K,4.987
7518,Subsystem C,Sensor K,7.273
7519,Subsystem B,Sensor H,4.018
7520,Subsystem B,Sensor E,8.996
7521,Subsystem B,Sensor E,9.863
7522,Subsystem A,Sensor C,5.410
7523,Subsystem C,Sensor L,8.898
7524,Subsystem D,Sensor N,-1.319
7525,Subsystem A,Sensor B,1.375
7526,Subsystem B,Sensor F,10.555
7527,Subsystem D,Sensor P,-1.901
7528,Subsystem C,Sensor L,9.118
7529,Subsystem C,Sensor I,11.136
7530,Subsystem A,Sensor A,6.543
7531,Subsystem B,Sensor G,13.819
7532,Subsystem A,Sensor B,1.000
7533,Subsystem D,Sensor P,-2.060
7534,Subsystem A,Sensor D,3.538
7535,Subsystem C,Sensor I,9.765
7536,Subsystem C,Sensor J,1.309
7537,Subsystem B,Sensor E,10.906
7538,Subsystem B,Sensor G,14.579
7539,Subsystem B,Sensor F,11.629
7540,Subsystem A,Sensor A,7.547
7541,Subsystem C,Sensor K,8.095
7542,Subsystem A,Sensor B,1.222
7543,Subsystem C,Sensor L,10.435
7544,Subsystem B,Sensor F,14.749
7545,Subsystem A,Sensor B,1.217
7546,Subsystem D,Sensor O,-1.877
7547,Subsystem A,Sensor D,3.038
7548,Subsystem A,Sensor C,7.490
7549,Subsystem A,Sensor A,10.201
7550,Subsystem D,Sensor P,-0.051
7551,Subsystem A,Sensor A,7.707
7552,Subsystem C,Sensor L,8.008
7553,Subsystem B,Sensor H,3.588
7554,Subsystem B,Sensor G,12.670
7555,Subsystem B,Sensor H,5.436
7556,Subsystem D,Sensor N,-2.263
7557,Subsystem D,Sensor O,-1.194
7558,Subsystem D,Sensor M,-2.407
7559,Subsystem D,Sensor O,-2.509
7560,Subsystem A,Sensor B,1.887
7561,Subsystem D,Sensor P,-0.073
7562,Subsystem A,Sensor D,2.904
7563,Subsystem B,Sensor H,2.995
7564,Subsystem A,Sensor D,1.690
7565,Subsystem B,Sensor F,14.639
7566,Subsystem B,Sensor E,11.758
7567,Subsystem C,Sensor J,2.612
7568,Subsystem B,Sensor H,2.425
7569,Subsystem B,Sensor H,7.127
7570,Subsystem C,Sensor L,8.256
7571,Subsystem D,Sensor N,-0.972
7572,Subsystem D,Sensor P,-1.339
7573,Subsystem C,Sensor K,6.715
7574,Subsystem D,Sensor N,-1.125
7575,Subsystem B,Sensor F,14.365
7576,Subsystem B,Sensor F,11.532
7577,Subsystem C,Sensor K,7.772
7578,Subsystem C,Sensor L,9.795
7579,Subsystem D,Sensor O,-1.437
7580,Subsystem A,Sensor D,3.432
7581,Subsystem C,Sensor I,8.097
7582,Subsystem B,Sensor H,3.229
7583,Subsystem A,Sensor C,4.563
7584,Subsystem C,Sensor I,7.415
7585,Subsystem D,Sensor N,-2.329
7586,Subsystem B,Sensor F,13.034
7587,Subsystem C,Sensor J,1.864
7588,Subsystem B,Sensor H,6.345
7589,Subsystem A,Sensor C,7.697
7590,Subsystem D,Sensor O,-1.624
7591,Subsystem A,Sensor C,3.860
7592,Subsystem A,Sensor B,1.946
7593,Subsystem C,Sensor J,2.412
7594,Subsystem B,Sensor F,10.850
7595,Subsystem C,Sensor I,7.945
7596,Subsystem A,Sensor B,1.582
7597,Subsystem D,Sensor N,-0.890
7598,Subsystem B,Sensor H,6.933
7599,Subsystem B,Sensor H,3.778
7600,Subsystem C,Sensor J,1.734
7601,Subsystem C,Sensor L,9.368
7602,Subsystem D,Sensor N,-0.817
7603,Subsystem C,Sensor L,8.740
7604,Subsystem A,Sensor D,1.974
7605,Subsystem A,Sensor C,5.867
7606,Subsystem A,Sensor B,2.013
7607,Subsystem B,Sensor H,5.456
7608,Subsystem B,Sensor F,11.138
7609,Subsystem B,Sensor H,2.626
7610,Subsystem A,Sensor C,3.534
7611,Subsystem D,Sensor N,-2.924
7612,Subsystem C,Sensor I,9.293
7613,Subsystem C,Sensor J,1.071
7614,Subsystem B,Sensor E,10.370
7615,Subsystem A,Sensor B,1.426
7616,Subsystem A,Sensor A,5.570
7617,Subsystem A,Sensor B,1.218
7618,Subsystem B,Sensor E,9.654
7619,Subsystem C,Sensor K,8.037
7620,Subsystem A,Sensor D,1.783
7621,Subsystem C,Sensor I,11.376
7622,Subsystem C,Sensor I,7.994
7623,Subsystem D,Sensor P,-0.080
7624,Subsystem B,Sensor H,5.639
7625,Subsystem B,Sensor E,11.779
7626,Subsystem D,Sensor M,-2.913
7627,Subsystem B,Sensor G,13.496
7628,Subsystem C,Sensor K,4.558
7629,Subsystem A,Sensor C,5.690
7630,Subsystem D,Sensor M,-1.883
7631,Subsystem C,Sensor J,1.195
7632,Subsystem A,Sensor A,7.972
7633,Subsystem B,Sensor E,9.168
7634,Subsystem A,Sensor C,7.465
7635,Subsystem B,Sensor G,14.945
7636,Subsystem B,Sensor E,12.358
7637,Subsystem A,Sensor C,8.722
7638,Subsystem B,Sensor E,9.807
7639,Subsystem D,Sensor M,-2.173
7640,Subsystem C,Sensor J,1.650
7641,Subsystem C,Sensor L,7.780
7642,Subsystem C,Sensor I,9.597
7643,Subsystem D,Sensor M,-2.692
7644,Subsystem C,Sensor K,7.829
7645,Subsystem D,Sensor O,-1.104
7646,Subsystem A,Sensor C,5.155
7647,Subsystem B,Sensor G,13.794
7648,Subsystem A,Sensor D,2.373
7649,Subsystem C,Sensor L,8.130
7650,Subsystem A,Sensor D,3.525
7651,Subsystem D,Sensor P,-0.068
7652,Subsystem D,Sensor M,-2.711
7653,Subsystem C,Sensor L,7.501
7654,Subsystem B,Sensor F,11.157
7655,Subsystem B,Sensor H,5.395
7656,Subsystem A,Sensor D,1.809
7657,Subsystem C,Sensor L,8.987
7658,Subsystem B,Sensor H,6.747
7659,Subsystem B,Sensor F,10.418
7660,Subsystem B,Sensor F,11.873
7661,Subsystem D,Sensor N,-1.273
7662,Subsystem C,Sensor L,8.763
7663,Subsystem A,Sensor C,7.543
7664,Subsystem C,Sensor K,6.960
7665,Subsystem A,Sensor A,7.197
7666,Subsystem D,Sensor O,-1.336
7667,Subsystem D,Sensor M,-2.967
7668,Subsystem D,Sensor O,-0.887
7669,Subsystem D,Sensor O,-2.348
7670,Subsystem D,Sensor P,-0.317
7671,Subsystem C,Sensor L,8.973
7672,Subsystem A,Sensor D,2.557
7673,Subsystem B,Sensor F,12.652
7674,Subsystem B,Sensor G,14.968
7675,Subsystem B,Sensor G,14.382
7676,Subsystem D,Sensor P,-1.282
7677,Subsystem C,Sensor L,7.923
7678,Subsystem B,Sensor E,9.967
7679,Subsystem D,Sensor P,-2.432
7680,Subsystem B,Sensor H,5.432
7681,Subsystem A,Sensor A,7.382
7682,Subsystem B,Sensor G,14.664
7683,Subsystem A,Sensor D,3.157
7684,Subsystem D,Sensor O,-1.653
7685,Subsystem C,Sensor J,1.552
7686,Subsystem C,Sensor K,6.676
7687,Subsystem D,Sensor O,-2.600
7688,Subsystem B,Sensor G,14.011
7689,Subsystem C,Sensor K,5.513
7690,Subsystem B,Sensor E,12.869
7691,Subsystem A,Sensor A,8.648
7692,Subsystem C,Sensor J,1.128
7693,Subsystem D,Sensor O,-2.145
7694,Subsystem D,Sensor P,-1.202
7695,Subsystem A,Sensor B,1.547
7696,Subsystem B,Sensor E,8.990
7697,Subsystem D,Sensor P,-0.715
7698,Subsystem D,Sensor M,-2.549
7699,Subsystem B,Sensor F,11.164
7700,Subsystem B,Sensor E,11.034
7701,Subsystem B,Sensor G,14.981
7702,Subsystem C,Sensor I,7.769
7703,Subsystem D,Sensor N,-1.183
7704,Subsystem C,Sensor K,8.140
7705,Subsystem D,Sensor O,-2.624
7706,Subsystem B,Sensor E,10.707
7707,Subsystem D,Sensor P,-0.159
7708,Subsystem D,Sensor P,-0.848
7709,Subsystem D,Sensor O,-1.589
7710,Subsystem B,Sensor E,9.616
7711,Subsystem B,Sensor G,14.960
7712,Subsystem C,Sensor I,8.321
7713,Subsystem B,Sensor G,15.000
7714,Subsystem D,Sensor P,-1.409
7715,Subsystem A,Sensor C,3.686
7716,Subsystem D,Sensor O,-1.267
7717,Subsystem C,Sensor I,7.499
7718,Subsystem A,Sensor D,1.584
7719,Subsystem B,Sensor F,13.825
7720,Subsystem C,Sensor J,1.577
7721,Subsystem A,Sensor B,1.195
7722,Subsystem B,Sensor F,14.956
7723,Subsystem B,Sensor H,6.639
7724,Subsystem C,Sensor I,11.894
7725,Subsystem D,Sensor O,-1.961
7726,Subsystem A,Sensor D,2.636
7727,Subsystem C,Sensor I,7.591
7728,Subsystem B,Sensor G,14.104
7729,Subsystem A,Sensor C,7.907
7730,Subsystem C,Sensor J,1.282
7731,Subsystem A,Sensor C,6.638
7732,Subsystem B,Sensor E,10.203
7733,Subsystem A,Sensor A,7.730
7734,Subsystem B,Sensor H,2.713
7735,Subsystem C,Sensor J,1.372
7736,Subsystem D,Sensor N,-1.678
7737,Subsystem D,Sensor O,-2.546
7738,Subsystem A,Sensor D,1.495
7739,Subsystem D,Sensor O,-2.278
7740,Subsystem D,Sensor M,-2.924
7741,Subsystem A,Sensor A,8.893
7742,Subsystem D,Sensor N,-1.356
7743,Subsystem C,Sensor K,5.721
7744,Subsystem C,Sensor L,9.902
7745,Subsystem C,Sensor J,2.105
7746,Subsystem B,Sensor F,13.686
7747,Subsystem C,Sensor K,4.896
7748,Subsystem B,Sensor F,14.189
7749,Subsystem A,Sensor D,2.273
7750,Subsystem C,Sensor J,1.002
7751,Subsystem A,Sensor D,3.497
7752,Subsystem C,Sensor K,5.049
7753,Subsystem A,Sensor D,2.750
7754,Subsystem C,Sensor K,5.479
7755,Subsystem C,Sensor K,6.430
7756,Subsystem A,Sensor C,5.447
7757,Subsystem D,Sensor P,-1.357
7758,Subsystem D,Sensor N,-1.228
7759,Subsystem B,Sensor E,9.816
7760,Subsystem C,Sensor K,8.325
7761,Subsystem D,Sensor O,-2.505
7762,Subsystem D,Sensor P,-1.255
7763,Subsystem A,Sensor D,2.906
7764,Subsystem A,Sensor C,8.362
7765,Subsystem D,Sensor M,-2.806
7766,Subsystem D,Sensor O,-1.221
7767,Subsystem C,Sensor I,9.521
7768,Subsystem A,Sensor D,3.233
7769,Subsystem D,Sensor N,-1.050
7770,Subsystem C,Sensor L,8.599
7771,Subsystem B,Sensor E,9.982
7772,Subsystem B,Sensor G,13.652
7773,Subsystem C,Sensor K,5.788
7774,Subsystem B,Sensor F,10.552
7775,Subsystem D,Sensor M,-2.025
7776,Subsystem A,Sensor A,8.816
7777,Subsystem B,Sensor E,9.932
7778,Subsystem C,Sensor K,7.170
7779,Subsystem D,Sensor M,-2.923
7780,Subsystem B,Sensor G,13.617
7781,Subsystem D,Sensor M,-1.727
7782,Subsystem C,Sensor L,9.772
7783,Subsystem A,Sensor D,1.916
7784,Subsystem D,Sensor P,-0.737
7785,Subsystem D,Sensor M,-1.922
7786,Subsystem D,Sensor P,-1.825
7787,Subsystem C,Sensor J,1.140
7788,Subsystem A,Sensor D,2.423
7789,Subsystem A,Sensor A,7.535
7790,Subsystem A,Sensor D,3.498
7791,Subsystem B,Sensor F,15.000
7792,Subsystem A,Sensor D,1.733
7793,Subsystem A,Sensor D,3.519
7794,Subsystem C,Sensor K,5.490
7795,Subsystem C,Sensor J,1.537
7796,Subsystem B,Sensor E,10.269
7797,Subsystem A,Sensor C,3.660
7798,Subsystem A,Sensor B,1.000
7799,Subsystem B,Sensor G,12.420
7800,Subsystem C,Sensor L,10.136
7801,Subsystem D,Sensor O,-0.593
7802,Subsystem A,Sensor A,4.937
7803,Subsystem D,Sensor M,-2.978
7804,Subsystem C,Sensor J,1.720
7805,Subsystem D,Sensor N,-0.922
7806,Subsystem A,Sensor A,8.264
7807,Subsystem B,Sensor F,12.870
7808,Subsystem C,Sensor L,10.382
7809,Subsystem A,Sensor C,8.278
7810,Subsystem C,Sensor I,9.296
7811,Subsystem D,Sensor N,-2.597
7812,Subsystem C,Sensor I,9.728
7813,Subsystem A,Sensor B,2.052
7814,Subsystem C,Sensor I,9.215
7815,Subsystem A,Sensor C,6.737
7816,Subsystem C,Sensor L,9.160
7817,Subsystem B,Sensor F,13.079
7818,Subsystem D,Sensor M,-1.799
7819,Subsystem A,Sensor C,7.355
7820,Subsystem A,Sensor C,7.898
7821,Subsystem C,Sensor L,8.736
7822,Subsystem C,Sensor I,8.632
7823,Subsystem A,Sensor B,2.518
7824,Subsystem B,Sensor H,5.449
7825,Subsystem B,Sensor E,11.746
7826,Subsystem A,Sensor D,2.651
7827,Subsystem D,Sensor M,-2.250
7828,Subsystem A,Sensor C,5.509
7829,Subsystem D,Sensor O,-2.659
7830,Subsystem C,Sensor J,1.507
7831,Subsystem C,Sensor I,7.985
7832,Subsystem D,Sensor P,-0.380
7833,Subsystem C,Sensor L,9.691
7834,Subsystem D,Sensor O,-2.631
7835,Subsystem C,Sensor L,10.427
7836,Subsystem C,Sensor J,2.593
7837,Subsystem A,Sensor C,5.446
7838,Subsystem B,Sensor G,12.104
7839,Subsystem B,Sensor H,4.127
7840,Subsystem C,Sensor J,2.729
7841,Subsystem A,Sensor A,7.078
7842,Subsystem C,Sensor I,7.748
7843,Subsystem D,Sensor N,-0.131
7844,Subsystem D,Sensor N,-1.759
7845,Subsystem D,Sensor M,-2.844
7846,Subsystem A,Sensor B,1.107
7847,Subsystem B,Sensor H,5.257
7848,Subsystem D,Sensor P,-1.048
7849,Subsystem D,Sensor M,-3.000
7850,Subsystem D,Sensor P,-0.741
7851,Subsystem B,Sensor F,13.073
7852,Subsystem C,Sensor I,7.976
7853,Subsystem B,Sensor E,9.749
7854,Subsystem B,Sensor G,14.878
7855,Subsystem D,Sensor N,-1.180
7856,Subsystem C,Sensor J,1.292
7857,Subsystem A,Sensor D,2.905
7858,Subsystem A,Sensor B,2.476
7859,Subsystem D,Sensor P,0.000
7860,Subsystem A,Sensor C,7.897
7861,Subsystem A,Sensor D,1.211
7862,Subsystem B,Sensor F,13.838
7863,Subsystem C,Sensor L,9.998
7864,Subsystem B,Sensor G,13.854
7865,Subsystem C,Sensor K,4.541
7866,Subsystem B,Sensor E,10.550
7867,Subsystem B,Sensor H,6.632
7868,Subsystem D,Sensor O,-2.882
7869,Subsystem A,Sensor B,1.074
7870,Subsystem D,Sensor M,-2.290
7871,Subsystem D,Sensor O,-0.739
7872,Subsystem B,Sensor F,13.924
7873,Subsystem D,Sensor P,0.000
7874,Subsystem A,Sensor C,7.562
7875,Subsystem D,Sensor N,-1.803
7876,Subsystem B,Sensor G,12.728
7877,Subsystem B,Sensor G,13.974
7878,Subsystem A,Sensor D,3.196
7879,Subsystem B,Sensor H,5.036
7880,Subsystem C,Sensor J,1.865
7881,Subsystem D,Sensor P,-2.478
7882,Subsystem D,Sensor O,-2.503
7883,Subsystem B,Sensor E,9.563
7884,Subsystem C,Sensor I,8.116
7885,Subsystem C,Sensor L,8.598
7886,Subsystem B,Sensor G,13.256
7887,Subsystem D,Sensor O,-0.930
7888,Subsystem B,Sensor H,5.566
7889,Subsystem B,Sensor F,11.321
7890,Subsystem B,Sensor F,13.795
7891,Subsystem B,Sensor H,6.340
7892,Subsystem B,Sensor F,15.000
7893,Subsystem B,Sensor G,14.426
7894,Subsystem B,Sensor G,14.563
7895,Subsystem A,Sensor D,4.307
7896,Subsystem A,Sensor C,5.859
7897,Subsystem C,Sensor J,1.309
7898,Subsystem A,Sensor B,1.236
7899,Subsystem C,Sensor I,11.218
7900,Subsystem A,Sensor C,7.138
7901,Subsystem B,Sensor G,13.727
7902,Subsystem A,Sensor A,8.152
7903,Subsystem B,Sensor H,3.277
7904,Subsystem C,Sensor J,1.390
7905,Subsystem D,Sensor O,-2.902
7906,Subsystem B,Sensor E,9.725
7907,Subsystem C,Sensor K,7.658
7908,Subsystem C,Sensor K,5.049
7909,Subsystem C,Sensor J,1.398
7910,Subsystem A,Sensor D,3.203
7911,Subsystem B,Sensor H,2.801
7912,Subsystem B,Sensor F,12.281
7913,Subsystem B,Sensor F,13.224
7914,Subsystem B,Sensor F,11.310
7915,Subsystem C,Sensor L,8.079
7916,Subsystem D,Sensor M,-2.826
7917,Subsystem D,Sensor M,-3.000
7918,Subsystem B,Sensor E,9.983
7919,Subsystem C,Sensor I,11.550
7920,Subsystem D,Sensor N,-0.755
7921,Subsystem D,Sensor O,-1.727
7922,Subsystem A,Sensor D,2.964
7923,Subsystem A,Sensor D,3.145
7924,Subsystem B,Sensor F,14.819
7925,Subsystem D,Sensor O,-2.775
7926,Subsystem B,Sensor F,11.198
7927,Subsystem D,Sensor N,-0.148
7928,Subsystem B,Sensor H,3.232
7929,Subsystem B,Sensor E,12.538
7930,Subsystem A,Sensor A,7.551
7931,Subsystem C,Sensor K,8.219
7932,Subsystem C,Sensor K,6.197
7933,Subsystem C,Sensor L,7.512
7934,Subsystem C,Sensor L,7.723
7935,Subsystem D,Sensor O,-2.623
7936,Subsystem B,Sensor H,5.929
7937,Subsystem A,Sensor B,1.049
7938,Subsystem A,Sensor A,8.099
7939,Subsystem C,Sensor I,8.163
7940,Subsystem C,Sensor J,2.634
7941,Subsystem B,Sensor G,13.557
7942,Subsystem C,Sensor J,1.529
7943,Subsystem C,Sensor L,7.843
7944,Subsystem C,Sensor J,1.177
7945,Subsystem D,Sensor M,-2.448
7946,Subsystem C,Sensor K,7.408
7947,Subsystem C,Sensor I,9.304
7948,Subsystem C,Sensor J,1.270
7949,Subsystem A,Sensor C,4.135
7950,Subsystem C,Sensor I,8.599
7951,Subsystem A,Sensor A,5.017
7952,Subsystem B,Sensor E,12.593
7953,Subsystem B,Sensor H,5.856
7954,Subsystem C,Sensor L,8.699
7955,Subsystem D,Sensor M,-2.676
7956,Subsystem C,Sensor L,9.080
7957,Subsystem A,Sensor A,7.828
7958,Subsystem D,Sensor M,-1.748
7959,Subsystem B,Sensor F,12.037
7960,Subsystem C,Sensor L,10.165
7961,Subsystem A,Sensor B,1.473
7962,Subsystem A,Sensor C,8.027
7963,Subsystem D,Sensor M,-3.000
7964,Subsystem A,Sensor B,1.980
7965,Subsystem C,Sensor L,8.773
7966,Subsystem B,Sensor F,11.061
7967,Subsystem D,Sensor M,-1.282
7968,Subsystem D,Sensor O,-1.880
7969,Subsystem D,Sensor M,-2.034
7970,Subsystem D,Sensor P,-1.007
7971,Subsystem B,Sensor H,6.604
7972,Subsystem D,Sensor O,-2.018
7973,Subsystem B,Sensor H,5.554
7974,Subsystem C,Sensor K,5.807
7975,Subsystem B,Sensor E,9.966
7976,Subsystem D,Sensor P,0.000
7977,Subsystem C,Sensor I,11.038
7978,Subsystem D,Sensor O,-2.271
7979,Subsystem C,Sensor J,1.199
7980,Subsystem B,Sensor H,5.539
7981,Subsystem C,Sensor I,11.744
7982,Subsystem C,Sensor K,5.778
7983,Subsystem C,Sensor K,5.421
7984,Subsystem A,Sensor C,5.524
7985,Subsystem D,Sensor P,-0.144
7986,Subsystem B,Sensor F,12.127
7987,Subsystem B,Sensor G,12.768
7988,Subsystem D,Sensor M,-2.948
7989,Subsystem C,Sensor I,9.638
7990,Subsystem D,Sensor P,0.000
7991,Subsystem C,Sensor J,1.514
7992,Subsystem D,Sensor P,-0.777
7993,Subsystem D,Sensor P,-0.822
7994,Subsystem D,Sensor N,-2.252
7995,Subsystem A,Sensor D,3.457
7996,Subsystem C,Sensor I,12.089
7997,Subsystem B,Sensor F,13.392
7998,Subsystem A,Sensor D,3.395
7999,Subsystem A,Sensor A,7.910
8000,Subsystem A,Sensor A,9.109
8001,Subsystem B,Sensor E,12.645
8002,Subsystem C,Sensor I,7.740
8003,Subsystem B,Sensor F,13.570
8004,Subsystem D,Sensor O,-2.062
8005,Subsystem C,Sensor K,5.605
8006,Subsystem C,Sensor L,10.155
8007,Subsystem A,Sensor B,1.169
8008,Subsystem C,Sensor J,1.595
8009,Subsystem B,Sensor E,10.289
8010,Subsystem A,Sensor A,8.769
8011,Subsystem C,Sensor L,8.858
8012,Subsystem D,Sensor P,-0.534
8013,Subsystem B,Sensor E,11.057
8014,Subsystem D,Sensor O,-0.814
8015,Subsystem A,Sensor D,2.280
8016,Subsystem A,Sensor A,9.920
8017,Subsystem D,Sensor M,-2.374
8018,Subsystem C,Sensor K,8.078
8019,Subsystem D,Sensor N,-2.149
8020,Subsystem B,Sensor E,11.107
8021,Subsystem C,Sensor K,7.878
8022,Subsystem B,Sensor E,11.952
8023,Subsystem A,Sensor B,1.315
8024,Subsystem B,Sensor E,9.165
8025,Subsystem A,Sensor C,4.199
8026,Subsystem A,Sensor C,6.620
8027,Subsystem B,Sensor E,10.846
8028,Subsystem B,Sensor G,12.490
8029,Subsystem B,Sensor E,12.425
8030,Subsystem B,Sensor E,9.915
8031,Subsystem B,Sensor F,13.148
8032,Subsystem A,Sensor A,8.862
8033,Subsystem D,Sensor P,-0.920
8034,Subsystem D,Sensor O,-2.323
8035,Subsystem C,Sensor J,1.686
8036,Subsystem B,Sensor F,14.773
8037,Subsystem C,Sensor J,1.456
8038,Subsystem D,Sensor N,-0.849
8039,Subsystem D,Sensor O,-2.157
8040,Subsystem C,Sensor K,7.540
8041,Subsystem D,Sensor M,-2.130
8042,Subsystem C,Sensor J,1.132
8043,Subsystem A,Sensor B,2.461
8044,Subsystem A,Sensor A,7.556
8045,Subsystem B,Sensor H,6.063
8046,Subsystem A,Sensor B,1.232
8047,Subsystem D,Sensor P,-0.079
8048,Subsystem D,Sensor N,-0.568
8049,Subsystem A,Sensor A,7.619
8050,Subsystem D,Sensor M,-2.092
8051,Subsystem D,Sensor N,-2.182
8052,Subsystem A,Sensor D,2.012
8053,Subsystem A,Sensor D,2.656
8054,Subsystem B,Sensor E,11.460
8055,Subsystem D,Sensor N,-1.116
8056,Subsystem C,Sensor K,4.567
8057,Subsystem D,Sensor P,-0.038
8058,Subsystem C,Sensor I,8.150
